"source page","source page title","가게명","종류","평점","리뷰","주소","지번","운영시간","링크","전화번호"
"https://map.kakao.com/","카카오맵","원조이모네연탄불곱창","곱창,막창","2.6","https://place.map.kakao.com/21412672#review","서울 노원구 동일로192길 46","(지번) 공릉동 392-2","영업시간 월~토 16:30 ~ 22:30","https://place.map.kakao.com/21412672?openhour=1","02-973-4658"
"https://map.kakao.com/","카카오맵","화로상회 공릉점","육류,고기","4.0","https://place.map.kakao.com/1677550004#review","서울 노원구 공릉로46길 6 현대프라자 1층 111호","(지번) 공릉동 421-19","매일 12:00 ~ 23:00","https://place.map.kakao.com/1677550004?openhour=1","02-979-2292"
"https://map.kakao.com/","카카오맵","마포생고기","육류,고기","3.6","https://place.map.kakao.com/12991364#review","서울 노원구 동일로190길 39 1, 2층","(지번) 공릉동 393-5","매일 00:00 ~ 24:00","https://place.map.kakao.com/12991364?openhour=1","02-979-6776"
"https://map.kakao.com/","카카오맵","청학골","갈비","1.8","https://place.map.kakao.com/8580028#review","서울 노원구 동일로192길 6","(지번) 공릉동 395-1","매일 00:00 ~ 24:00","https://place.map.kakao.com/8580028?openhour=1","02-978-0055"
"https://map.kakao.com/","카카오맵","오름제주고기 본점","육류,고기","2.2","https://place.map.kakao.com/903435269#review","서울 노원구 동일로192길 85 1층","(지번) 공릉동 441-136","매일 12:00 ~ 23:00","https://place.map.kakao.com/903435269?openhour=1","02-973-9290"
"https://map.kakao.com/","카카오맵","국민소곱창 공릉점","곱창,막창","4.4","https://place.map.kakao.com/2140415713#review","서울 노원구 동일로192길 88 오성빌딩 1층","(지번) 공릉동 441-26","영업시간 월,화 17:30 ~ 23:00","https://place.map.kakao.com/2140415713?openhour=1","02-975-9923"
"https://map.kakao.com/","카카오맵","굴다리 전주콩나물국밥 본점","국밥","4.2","https://place.map.kakao.com/17209056#review","서울 노원구 동일로198길 32 1층","(지번) 공릉동 366-1","매일 09:00 ~ 22:00","https://place.map.kakao.com/17209056?openhour=1","02-978-7202"
"https://map.kakao.com/","카카오맵","공릉회수산","회","3.6","https://place.map.kakao.com/16906339#review","서울 노원구 공릉로 179 2층","(지번) 공릉동 408-8","매일 12:00 ~ 24:00","https://place.map.kakao.com/16906339?openhour=1","02-971-4383"
"https://map.kakao.com/","카카오맵","춘천닭갈비 서울과기대점","닭요리","4.8","https://place.map.kakao.com/16936111#review","서울 노원구 동일로192길 56","(지번) 공릉동 392-27","매일 11:30 ~ 23:00","https://place.map.kakao.com/16936111?openhour=1","02-975-2345"
"https://map.kakao.com/","카카오맵","백세마인보쌈 공릉본점","족발,보쌈","4.2","https://place.map.kakao.com/1315949532#review","서울 노원구 공릉로 187","(지번) 공릉동 408-4","매일 11:30 ~ 22:00","https://place.map.kakao.com/1315949532?openhour=1","02-972-1656"
